NAME;LONGNAME;HD_ICD_10;CAT
K11_SUPNUM_ONLY_INCLAVO;Supernumerary teeth EXCLUDE clefts and syndromes, including avohilmo;K001;K
K11_TEETH_HARD_NOS;Disease of hard tissues of teeth, NOS;K03[8-9];K
K11_TOXLIV;Toxic liver disease;K71;K
K11_UC_STRICT_PSC;Ulcerative colitis (strict) with PSC;;
K11_UC_STRICT2;Ulcerative colitis (strict definition, require KELA, min 2 HDR);K51;K
K11_UMBHER;Umbilical hernia;K42;K
K11_VASCINT;Vascular disorders of the intestines;K55;K
K11_VENTHER;Ventral hernia;K43;K
K11_VOLVU;Volvulus;K562;K
KRA_PSY_ANYMENTAL;Any mental disorder;F0[0-3]|F051|G30|F[1-9];F
KRA_PSY_TIC;Tic and related disorders;F95;F
L12_ABSCESS_CUT;Cutaneous abscess, furuncle and carbuncle;L02;L
L12_ACANTHNIGRICANS;Acanthosis nigricans;L83;L
L12_ACANTHOLYTIC;Other acantholytic disorders;L11;L
L12_ACNE;Acne;L70;L
L12_ACNE_CONGLOBLATA;Acne conglobata;L701;L
L12_ACNE_NAS;Other  and unspecified acne;L70[8-9];L
L12_ACNE_VARIOLIFORMIS;Acne varioliformis;L702;L
L12_ACNEKELOID;Acne keloid;L730;L
L12_ACQKERAT;Acquired keratosis [keratoderma] palmaris et plantaris;L851;L
L12_ACRODERMATITIS;Acrodermatitis chronica atrophicans;L904;L
L12_ACTINKERA;Actinic keratosis;L570;L
L12_ALLERGICCONTACT;Allergic contact dermatitis;L23;L
L12_ALOPECANDRO;Androgenic alopecia;L64;L
L12_ALOPECAREATA;Alopecia areata;L63;L
L12_APOCRINESWEAT;Apocrine sweat disorders, other sweat gland disorders;L75;L
L12_ATOPIC;Atopic dermatitis;L20;L
L12_ATROPHICSKIN;Atrophic disorders of skin;L90;L
L12_ATROPHICSKINNAS;Other and unspecified atrophic disorders of skin;L90[8-9];L
L12_BULLOTH;Other bullous disorders;L13;L
L12_BULLOUS;Bullous disorders;L1;L
L12_CALCINOSISCUTIS;Calcinosis cutis;L942;L
L12_CELLULITIS;Cellulitis;L03;L
L12_CHLOASMA;Chloasma;L811;L
L12_CHRONICULCEROFSKIN;Chronic ulcer of skin, not elsewhere classified;L984;L
L12_CORNSANDCALLOS;Corns and callosities;L84;L
L12_CUTLAXSEN;Cutis laxa senilis;L574;L
L12_DECUBITANSULCERANDPRESSURE;Decubitus ulcer and pressure area;L89;L
L12_DERM_NUMMULAR;Nummular dermatitis;L300;L
L12_DERMATHERP;Dermatitis herpetiformis;L130;L
L12_DERMATITISECZEMA;Dermatitis and eczema;L[2-3];L
L12_DERMATITISNAS;Dermatitis;L30;L
L12_DIAPER;Diaper [napkin] dermatitis;L22;L
L12_DISORDSKINAPPENDIX;Disorders of skin appendages;L[6-7];L
L12_DYSHIDROSIS;Dyshidrosis [pompholyx];L301;L
L12_ECCRINESWEAT;Eccrine sweat disorders;L74;L
L12_EPIDERMALTHICKOTH;Other epidermal thickening;L85;L
L12_EPIDERMTHICKNAS;Other and unspecified epidermal thickening;L85[8-9];L
L12_ERTYTH_TOXIC;Toxic erythema;L530;L
L12_ERYT_INTERTRIG;Erythema intertrigo;L304;L
L12_ERYTH_ANNULCENTRIFUG;Erythema annulare centrifugum;L531;L
L12_ERYTHEMAMULTIF;Erythema multiforme;L51;L
L12_ERYTHEMANODOSUM;Erythema nodosum;L52;L
L12_ERYTHEMATOUSOTH;Other erythematous conditions;;
L12_ERYTHINOTH;Erythema in diseases classified elsewhere;L54;L
L12_ERYTHRASMA;Erythrasma;L081;L
L12_ERYTHRO_KELA;Universal erythroderma, KELA reimbursement;;
L12_EXFOLIATIVE;Exfoliative dermatitis;L26;L
L12_FACTITIALDERMAT;Factitial dermatitis;L981;L
L12_FOLICULAROTH;Other follicular disorders;L73;L
L12_FOLLICULARCYST;Follicular cysts of skin and subcutaneous tissue;L72;L
L12_FOLLICULARNAS;Other and unspecified follicular disorders;L73[8-9];L
L12_FOLLICULITDECALV;Folliculitis decalvans;L662;L
L12_FOODDERMAT;Dermatitis due to ingested food;L272;L
L12_FOREIGNBODYGRANULOMA;Foreign body granuloma of skin and subcutaneous tissue;L923;L
L12_GRANUANNU;Granuloma annulare;L920;L
L12_GRANULOMASKINNAS;Other and unspecified granulomatous disorders of skin and subcutaneous tissue;L92[8-9];L
L12_GRANULOMATOUSSKIN;Granulomatous disorders of skin and subcutaneous tissue;L92;L
L12_GROVER;Transient acantholytic dermatosis [Grover];L111;L
L12_HAIRCOLOUR;Hair colour and hair shaft abnormalities;L67;L
L12_HAIRLOSS_NONSCARNAS;Other and unspecified nonscarring hair loss;L65[8-9];L
L12_HAIRLOSS_SCARNAS;Other and unspecified cicatricial alopecia;L66[8-9];L
L12_HAIRLOSSNONSCAR;Other nonscarring hair loss;L65;L
L12_HAIRLOSSSCAR;Cicatricial alopecia [scarring hair loss];L66;L
L12_HIDRADENITISSUP;Hidradenitis suppurativa;L732;L
L12_HIRSUTISM;Hirsutism in women;L680;L
L12_HIRSUTISM_ADVERSE;Hirsutism, drug-induced;L680;L
L12_HYPERTICHNAS;Other hypertrichosis;L68[8-9];L
L12_HYPERTROPHICNAS;Other and unspecified hypertrophic disorders of skin;L91[8-9];L
L12_HYPETROPHICSCAR;Hypertrophic scar;L910;L
L12_IMPETIGO;Impetigo;L01;L
L12_INFECT_DERM;Infective dermatitis;L303;L
L12_INFECT_SKIN;Infections of the skin and subcutaneous tissue;L0;L
L12_INFECT_SKIN_OTHER;Other local infections of skin and subcutaneous tissue;;
L12_INTERNALSUBSTANCEDERM;Dermatitis due to substances taken internally;L27;L
L12_LICHENPLANO;Lichen planopilaris;L661;L
L12_LICHENSCLERATROPH;Lichen sclerosus et atrophicus;L900;L
L12_LICHENSIMPLEX;Lichen simplex chronicus;L280;L
L12_LICHSIMPANDPRURIGO;Lichen simplex chronicus and prurigo;L28;L
L12_LIVEDOIDVASC;Livedoid vasculitis;L950;L
L12_LOCALCONNECTISSUENAS;Other and unspecified localized connective tissue disorders;L94[8-9];L
L12_LOCALDCONNECTISSUEOTH;Other localized connective tissue disorders;L94;L
L12_LOCALSCLERODERMA;Localized scleroderma [morphea];L940;L
L12_LUPUS;Lupus erythematosus;L93;L
L12_LYMPHADENITIS;Acute lymphadenitis;L04;L
L12_NAIL_DYSTROPHY;Nail dystrophy;L603;L
L12_NAIL_GRYPHOSIS;Onychogryphosis;L602;L
L12_NAIL_INGROW;Ingrowing nail;L600;L
L12_NAIL_LYSIS;Onycholysis;L601;L
L12_NAILDIS;Nail disorders;L6[02];L
L12_NAILNAS;Other and unspecified nail disorders;L60[8-9];L
L12_NECROLIPOIDIC;Necrobiosis lipoidica, not elsewhere classified;L921;L
L12_NONIONRADISKINNAS;Other and unspecified skin changes due to chronic exposure to nonionizing radiation;L57[8-9];L
L12_OTHACUSKINSUN;Other acute skin changes due to ultraviolet radiation;L56;L
L12_OTHACUSKINSUNNAS;Other and unspecified acute skin changes due to ultraviolet radiation;L56[8-9];L
L12_OTHERBULL;Other and unspecified bullous disorders;L13;L
L12_OTHERCONTACT;Other contact dermatitis;L2[4-5];L
L12_OTHERDISSKINANDSUBCUTIS;Other disorders of skin and subcutaneous tissue, not elsewhere classified;L98;L
L12_OTHERINFILTRATIVESKIN;Other infiltrative disorders of skin and subcutaneous tissue;L986;L
L12_OTHERMELANIN;Other melanin hyperpigmentation;L814;L
L12_OTHERSKINSUBCUTIS;Other disorders of skin and subcutaneous tissue;L[8-9];L
L12_OTHPIGMENTATION;Other disorders of pigmentation;L81;L
L12_PAPULOSQUAMOUS;Papulosquamous disorders;L4;L
L12_PAPULOSQUAOTH;Other papulosquamous disorders;L44;L
L12_PAPULOSQUONAS;Other and unspecified papulosquamous disorders;L44[8-9];L
L12_PARAPSO_PITYLICHCHRON;Pityriasis lichenoides chronica;L411;L
L12_PARAPSO_PITYLICHETVARACUT;Pityriasis lichenoides et varioliformis acuta;L410;L
L12_PARAPSO_PLAQUE;Small plaque parapsoriasis;L41[3-5];L
L12_PARAPSO_RETIFORM;Other and unspecified parapsoriasis;L41[8-9];L
L12_PARAPSORI;Parapsoriasis;L41;L
L12_PEMPHIGOID_BULL;Bullous pemphigoid;L120;L
L12_PEMPHIGOID_CICA;Cicatricial pemphigoid;L121;L
L12_PEMPHIGOID_NAS;Other and unspecified pemphigoid;L12[8-9];L
L12_PEMPHIGUS;Pemphigus;L10;L
L12_PEMPHIGUS_NAS;Other and unspecified pemphigus;L10[8-9];L
L12_PEMPHIGUS_VULG;Pemphigus vulgaris;L100;L
L12_PEMPHIKELA;Severe bullous disorders, KELA reimbursement;;
L12_PERIORALDERM;Perioral dermatitis;L710;L
L12_PIGMENTNAS;Other and unspecified disorders of pigmentation;L81[8-9];L
L12_PIGPURPDERM;Pigmented purpuric dermatosis;L817;L
L12_PILONIDALCYST;Pilonidal cyst;L05;L
L12_PITYRIASISRUBRA;Pityriasis rubra pilaris;L440;L
L12_PITYROCHEA;Pityriasis rosea;L42;L
L12_POIKOLOCIVAT;Poikiloderma of Civatte;L573;L
L12_POLYMORPHLIGHTERUPT;Polymorphous light eruption;L564;L
L12_PRURIGONAS;Other  prurigo;L282;L
L12_PRURIGONOD;Prurigo nodularis;L281;L
L12_PRURITUS;Pruritus;L29;L
L12_PSORI_ACRODERM;Acrodermatitis continua;L402;L
L12_PSORI_GUTTATE;Guttate psoriasis;L404;L
L12_PSORI_NAS;Other and unspecified psoriasis;L40[8-9];L
L12_PSORI_PUSTGEN;Generalized pustular psoriasis;L401;L
L12_PSORI_PUSTUPALM;Pustulosis palmaris et plantaris;L403;L
L12_PSORI_VULG;Psoriasis vulgaris;L400;L
L12_PSORIASIS;Psoriasis;L40;L
L12_PYODERMA;Pyoderma;L080;L
L12_PYOGENGRANUL;Pyogenic granuloma;L980;L
L12_RADIODERMATITIS;Radiodermatitis;L58;L
L12_RHINOPHYMA;Rhinophyma;L711;L
L12_ROSACEANAS;Other and unspecified rosacea;L71[8-9];L
L12_SCARCONDITIONS;Scar conditions and fibrosis of skin;L905;L
L12_SEBORRHOEIC;Seborrhoeic dermatitis;L21;L
L12_SEBORRKERAT;Seborrhoeic keratosis;L82;L
L12_SKINRADIOTH;Other disorders of skin and subcutaneous tissue related to radiation;L59;L
L12_SKINSUBCUTISNAS;Other and unspecified disorders of skin and subcutaneous tissue;L98[8-9];L
L12_STRIAEATROPHICAE;Striae atrophicae;L906;L
L12_SUNBURN;Sunburn;L55;L
L12_TELOGEFFLU;Telogen effluvium;L650;L
L12_ULCERLOWLIMB;Ulcer of lower limb, not elsewhere classified;L97;L
L12_URTICA_ALLERG;Allergic urticaria;L500;L
L12_URTICA_CHOLINERG;Cholinergic urticaria;L505;L
L12_URTICA_COLDHEAT;Urticaria due to cold and heat;L502;L
L12_URTICA_DERTMATOG;Dermatographic urticaria;L503;L
L12_URTICA_IDIOPAT;Idiopathic urticaria;L501;L
L12_URTICA_NAS;Other and unspecified urticaria;L50[8-9];L
L12_URTICARIA;Urticaria;;
L12_URTIGA_CONTACT;Contact urticaria;L506;L
L12_VASCULITISNAS;Other and unspecified vasculitis limited to skin;L95[8-9];L
L12_VITILIGO;Vitiligo;L80;L
L12_XEROSCUT;Xerosis cutis;L853;L
LICHENOID_DRUG_REACTION;Lichenoid drug reaction;L432;L
LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM;Localized skin eruption due to drugs and medicaments;L271;L
LUNG_TRANSPLANTATION;Lung transplantation;;
M13_ABSCTENDON;Abscess of tendon sheath;M650;M
M13_ACHILLESTEND;Achilles tendinitis;M766;M
M13_ADHCAPSULITIS;Adhesive capsulitis of shoulder;M750;M
M13_ALGONEURO;Algoneurodystrophy;M890;M
M13_ANKLEFOOT;Other acquired deformities of ankle and foot;M216;M
M13_ANKYLOSISJOINT;Ankylosis of joint;M246;M
M13_ANKYLOSPON;Ankylosing spondylitis;M45;M
M13_ANKYLOSPON_STRICT;Ankylosing spondylitis, strict definition;;
M13_ARTHINOTH;Arthropathies in other diseases classified elsewhere;M14;M
M13_ARTHROPATHIES;Arthropathies;M[0-2];M
M13_ARTHROSIS;Arthrosis;M1[5-9];M
M13_ARTHROSIS_INCLAVO;Artrosis, including avohilmo;;
M13_ARTHROSIS_KNEE;Gonarthrosis;M17;M
M13_ARTHROSIS_KNEE_PRIM_KNEESURG;Gonarthrosis, primary, with knee surgery;;
M13_ARTHROSIS_OTH;Other arthrosis;M19|M18;M
M13_ARTHROSIS_POLY;Polyarthrosis;M15;M
M13_ARTHTROSIS_COX;Coxarthrosis;M16;M
M13_ARTHTROSIS_COX_PRIM_HIPSURG;Coxarthrosis, primary, with hip surgery;;
M13_ARTHTROSIS_COX_PRIM_ICD10;Coxarthrosis, primary;M16[0-1];M
M13_ATLOAXSUBLUX;Atlantoaxial subluxation;M43[3-4];M
M13_BAKERCYST;Synovial cyst of popliteal space [Baker];M712;M
M13_BEHCET;Behçet disease;M352;M
M13_BICIPITALTEND;Bicipital tendinitis;M752;M
M13_BIOMECHLESIO;Biomechanical lesions, not elsewhere classified;M99;M
M13_BONECONTINUITY;Disorders of continuity of bone;M84;M
M13_BONEDENSOTH;Other disorders of bone density and structure;M85;M
M13_BONEDISNAS;Other specified/unspecified disorders of  bone/cartilage;M89[8-9]|M94[8-9];M
M13_BONEHYPERTRPH;Hypertrophy of bone;M893;M
M13_BURSCYSTOTH;Other bursal cyst;M713;M
M13_BURSELBOWOTH;Other bursitis of elbow;M703;M
M13_BURSITISHIPOTH;Other bursitis of hip;M707;M
M13_BURSITISKNEEOTH;Other bursitis of knee;M705;M
M13_BURSITISOTH;Other bursitis, not elsewhere classified;M715;M
M13_BURSOPATHY;Other bursopathies;M71;M
M13_CALCANSPUR;Calcaneal spur;M773;M
M13_CALCBURS;Calcium deposit in bursa;M714;M
M13_CALCIFICTEND;Calcific tendinitis of shoulder;M753;M
M13_CALCIOSSIMUSCLE;Calcification and ossification of muscle;M61;M
M13_CALCTENDINITIS;Calcific tendinitis;M652;M
M13_CARTILAGE;Other articular cartilage disorders;M241;M
M13_CERVICALGIA;Cervicalgia;M542;M
M13_CERVICDISC;Cervical disc disorders;M50;M
M13_CERVICOBRACHSDR;Cervicobrachial syndrome;M531;M
M13_CERVICOCRANSDR;Cervicocranial syndrome;M530;M
M13_CHONDROMALACIA;Chondromalacia;M942;M
M13_CHRONDROPATHIES;Chondropathies;M9[1-4];M
M13_CHRONSYNOVITISHANDWRIST;Chronic crepitant synovitis/bursitis of hand and wrist/periarthritis of wrist;M70[0-1]|M772;M
M13_CHURGSTRAUSS;Polyarteritis with lung involvement [Churg-Strauss]/EGPA;M301;M
M13_CLAWCLUBHANDFOOT;Acquired clawhand, clubhand, clawfoot and clubfoot;M215;M
M13_CONNECTNAS;Other specified/unspecified systemic involvement of connective tissue;M35[8-9];M
M13_CONTRACTUREJOINT;Contracture of joint;M245;M
M13_CRYSTALARTH;Other crystal arthropathies;M11;M
M13_DEFORMACQ;Other acquired deformities of musculoskeletal system and connective tissue;M95;M
M13_DEFORMDORSO;Deforming dorsopathies;M4[0-3];M
M13_DEFORMDORSONAS;Other specified/unspecified deforming dorsopathies;M43[8-9];M
M13_DEQUERVAIN;Radial styloid tenosynovitis [de Quervain];M654;M
M13_DERMATOMYOTH;Other dermatomyositis;M331;M
M13_DERMATOPOLYNAS;Dermatopolymyositis, unspecified;M339;M
M13_DIASTASIS;Diastasis of muscle;M620;M
M13_DIFFASCITIS;Diffuse (eosinophilic) fasciitis;M354;M
M13_DISCINFECTION;Infection of intervertebral disc (pyogenic);M463;M
M13_DISCITIS;Discitis, unspecified;M464;M
M13_DISSYNOTENDNAS;Other specified/unspecified disorders of synovium and tendon +Other specified/unspecified bursopathies;M67[8-9];M
M13_DORSALGIA;Dorsalgia;;
M13_DORSALGIANAS;Other/unspecified dorsalgia;M54[8-9];M
M13_DORSOPATHY;Dorsopathies;M4|M5[0-5];M
M13_DORSOPATHYNAS;Other specified/unspecified dorsopathies;M53[8-9];M
M13_DORSOPATHYOTH;Other dorsopathies, not elsewhere classified;M5[0-4];M
M13_DUPUTRYEN;Palmar fascial fibromatosis [Dupuytren];M720;M
M13_EARLY_LUMBAR_PROLAPSE;Early lumbar disc prolapse, operated;M511;M
M13_ENTEROARTHR;Enteropathic arthropathies;M07[4-6];M
M13_ENTESOPATHYLOW;Enthesopathies of lower limb, excluding foot;M76;M
M13_ENTESOPATHYLOWNAS;Other/unspecified enthesopathies of lower limb, excluding foot;M76[8-9];M
M13_ENTESOPATHYNAS;Other/unspecified enthesopathies, not elsewhere classified;M77[8-9];M
M13_ENTESOPATHYOTH;Other enthesopathies;M77;M
M13_FATIGFRACT;Fatigue fracture of vertebra;M484;M
M13_FATPADHYPERTROPHY;Hypertrophy of (infrapatellar) fat pad;M794;M
M13_FIBROBLASTIC;Fibroblastic disorders;M72;M
M13_FIBROBLASTNAS;Other fibroblastic disorders;M72[8-9];M
M13_FIBROMYALGIA;Fibromyalgia;M797;M
M13_FINGERDEFORM;Deformity of finger(s);M200;M
M13_FLATFOOT;Flat foot [pes planus] (acquired);M214;M
M13_FOREIGNBODY;Residual foreign body in soft tissue;M795;M
M13_FORESTIER;Ankylosing hyperostosis [Forestier];M481;M
M13_GANGLION;Ganglion;M674;M
M13_GIANTCELL;Giant cell arteritis;M31[5-6];M
M13_GLUTEALTEND;Gluteal tendinitis;M760;M
M13_GOUT;Gout;M10;M
M13_HALLUDEFORMOTH;Other deformity of hallux (acquired);M203;M
M13_HALLUXRIGIDUS;Hallux rigidus;M202;M
M13_HALLUXVALGUS;Hallux valgus (acquired);M201;M
M13_HAMMERTOE;Other hammer toe(s) (acquired);M204;M
M13_HTROMBMICROANG;Thrombotic microangiopathy;M311;M
M13_HYPERANG;Hypersensitivity angiitis;M310;M
M13_HYPERMOBILITY;Hypermobility syndrome;M357;M
M13_ILIOTIBBAND;Iliotibial band syndrome;M763;M
M13_IMPINGEMENT;Impingement syndrome of shoulder;M754;M
M13_INFBURSA;Infective bursitis;M71[0-1];M
M13_INFTENOSYNOVITIS;Other infective (teno)synovitis;M651;M
M13_INTERHYDRARTHR;Intermittent hydrarthrosis;M124;M
M13_INTERVERTEB;Other intervertebral disc disorders;M51;M
M13_JUVERHEU;Juvenile rheumatoid arthirtis;M080;M
M13_JUVOSTEOCHONRHIP;Juvenile osteochondrosis;M9[1-2];M
M13_KAWASAKI;Mucocutaneous lymph node syndrome [Kawasaki];M303;M
M13_KISSING;Kissing spine;M482;M
M13_KNEEDERANGEMENTS;Internal derangement of knee;M23;M
M13_KNUCKLEPADS;Knuckle pads;M721;M
M13_KYPHOSIS;Kyphosis;M40[0-2];M
M13_LATERALEPICOND;Lateral epicondylitis;M771;M
M13_LIMBDEFORM;Other specified acquired deformities of limbs;M21[8-9];M
M13_LIMBLENGTH;Unequal limb length (acquired);M217;M
M13_LIMBPAIN;Pain in limb;M796;M
M13_LOOSEJOINT;Loose body in joint;M240;M
M13_LORDOSIS;Lordosis;M40[4-5];M
M13_LOWBACKPAIN;Low back pain;M545;M
M13_LOWBACKPAINORANDSCIATICA;Lower back pain or/and sciatica;;
M13_LUMBAR_PROLAPSE;Lumbar disc prolapse;M511;M
M13_MCTD;Mixed connective tissue disease;M359;M
M13_MEDIALEPICOND;Medial epicondylitis;M770;M
M13_MENISCUSDERANGEMENTS;Meniscus derangement;M23[0-3];M
M13_METATARSALGIA;Metatarsalgia;M774;M
M13_MICROPOLYANG;Microscopic polyangiitis;M317;M
M13_MONOARTHRITIS;Monoarthritis, not elsewhere classified;M131;M
M13_MULTIFIBRO;Multifocal fibrosclerosis;M355;M
M13_MUSCLE;Disorders of muscles;M6[0-3];M
M13_MUSCLEATROPH;Muscle wasting and atrophy, not elsewhere classified;M625;M
M13_MUSCLEDISNAS;Other specified disorders of muscle;M62[8-9];M
M13_MUSCLESTRAIN;Muscle strain;M626;M
M13_MUSCONTRAC;Contracture of muscle;M624;M
M13_MUSCULOSKELEOTH;Other disorders of the musculoskeletal system and connective tissue;M9[5-9];M
M13_MYALGIA;Myalgia;M791;M
M13_MYOSITIS;Myositis;M60;M
M13_MYOSITISOSSIF;Myositis ossificans;M61[0-1];M
M13_NECROFASC;Necrotizing fasciitis;M726;M
M13_NECROVASCNAS;Other specified/unspecified necrotizing vasculopathies;M31[8-9];M
M13_NEURALGIA;Neuralgia and neuritis, unspecified;M792;M
M13_OLECRANONBURSITIS;Olecranon bursitis;M702;M
M13_OSTEOCHONDRO;Osteopathies and chondropathies;M8|M9[0-4];M
M13_OSTEOCHONDROPATHY;Other osteochondropathies;M93;M
M13_OSTEOMALACIA;Osteomalacia;M83;M
M13_OSTEOMYELITIS;Osteomyelitis;M86;M
M13_OSTEOMYELVERTEB;Osteomyelitis of vertebra;M462;M
M13_OSTEONECROSIS;Osteonecrosis;M87;M
M13_OSTEOPATHYINOTH;Osteopathy in diseases classified elsewhere;M90;M
M13_OSTEOPOROSIS;Osteoporosis;M8[0-2];M
M13_OTERSPECARTHR;Other specific arthropathies;M128;M
M13_OTHERBONE;Other disorders of bone;M89|M9[0-4];M
M13_OTHERJOINT;Other joint disorders;M2[0-5];M
M13_OVERLAP;Other overlap syndromes;M351;M
M13_OVERUSENAS;Other/unspecified soft tissue disorders related to use, overuse and pressure;M70[8-9];M
M13_PAGET;Paget disease;M88;M
M13_PALINDROMIC;Palindromic rheumatism;M123;M
M13_PANNICULITIS;Panniculitis affecting regions of neck and back;M540;M
M13_PANNICULITISNAS;Panniculitis, unspecified;M793;M
M13_PATELLADISLOCATIO;Recurrent dislocation of patella;M22[0-1];M
M13_PATELLAOTH;Other disorders of patella;M22[2-9];M
M13_PATELLARTEND;Patellar tendinitis;M765;M
M13_PERONEALTEND;Peroneal tendinitis;M767;M
M13_PLANTARFASC;Plantar fascial fibromatosis;M722;M
M13_POLNODOSA;Polyarteritis nodosa;M300;M
M13_POLYARTERETAL;Polyarteritis nodosa and related conditions;M30;M
M13_POLYARTHRITIS;Polyarthritis, unspecified;M130;M
M13_POLYARTHROPATHIES;Polyarthropathies;M0[5-9]|M1[0-4];M
M13_POLYMYALGIA;Polymyalgia rheumatica;M353;M
M13_POLYMYO;Polymyositis;M332;M
M13_POSTOPMUSCULOSKE;Postprocedural musculoskeletal disorders, not elsewhere classified;M96;M
M13_POYARTOTH;Other conditions related to polyarteritis nodosa;M308;M
M13_PREPATELLARBURSITIS;Prepatellar bursitis;M704;M
M13_PSOASTEND;Psoas tendinitis;M761;M
M13_PSORIARTH;Psoriatic arthropathies;M07[0-3];M
M13_PYOGARTH;Pyogenic arthritis;M0[0-1];M
M13_RADICULOPATHY;Radiculopathy;M541;M
M13_REACTARTH;Reactive arthropathies;M0[2-3];M
M13_RECUDISLOCATIO;Recurrent dislocation and subluxation of joint;M244;M
M13_RELAPSPOLYCHONDR;Relapsing polychondritis;M941;M
M13_RHEUMA;Rheumatoid arthritis;M0[5-6];M
M13_RHEUMATISM;Rheumatism, unspecified;M790;M
M13_ROTATORCUFF;Rotator cuff syndrome;M751;M
M13_RUPTUREMUSC;Other rupture of muscle;M621;M
M13_SACROCOGG;Sacrococcygeal disorders, not elsewhere classified;M533;M
M13_SACROILIITIS;Sacroiliitis, not elsewhere classified;M461;M
M13_SCIATICA;Sciatica+with lumbago;M54[3-4];M
M13_SCOLIOSIS;Scoliosis;M41;M
M13_SHORTACHILLES;Short Achilles tendon (acquired);M670;M
M13_SHOULDER;Shoulder lesions;M75;M
M13_SHOULDERBURSITIS;Bursitis of shoulder;M755;M
M13_SHOULDERNAS;Other shoulder lesions;M75[8-9];M
M13_SJOGREN;Sicca syndrome [Sjögren];M350;M
M13_SOFTOVERUSE;Soft tissue disorders related to use, overuse and pressure;M70;M
M13_SOFTTISSUE;Soft tissue disorders;M[6-7];M
M13_SOFTTISSUENAS;Other specified/unspecified soft tissue disorders;M79[8-9];M
M13_SOFTTISSUEOTH;Other soft tissue disorders, not elsewhere classified;M79;M
M13_SPINALOSTEOCHON;Spinal osteochondrosis;M42;M
M13_SPINEFUSION;Other fusion of spine;M432;M
M13_SPINENTHES;Spinal enthesopathy;M460;M
M13_SPININSTAB;Spinal instabilities;M532;M
M13_SPINSTENOSIS;Spinal stenosis;M480;M
M13_SPONDYLINFLAMNAS;Other specified/unspecified inflammatory spondylopathies;M46[8-9];M
M13_SPONDYLOINFECTION;Other infective spondylopathies;M465;M
M13_SPONDYLOLISTHESIS;Spondylolisthesis/Spondylolysis;M43[0-1];M
M13_SPONDYLOPATHINOTH;Spondylopathies in diseases classified elsewhere;M49;M
M13_SPONDYLOPATHY;Spondylopathies;M4[5-9];M
M13_SPONDYLOPATHYNAS;Other specified/unspecified spondylopathies;M48[8-9];M
M13_SPONDYLOSIS;Spondylosis;M47;M
M13_SPONDYLOTRAUM;Traumatic spondylopathy;M483;M
M13_SPONTRUPTSYNOTEND;Spontaneous rupture of synovium and tendon;M66;M
M13_SYNOHYPERTROPH;Synovial hypertrophy, not elsewhere classified;M672;M
M13_SYNOTEND;Disorders of synovium and tendon;M6[5-8];M
M13_SYNOTENDINOTH;Disorders of synovium and tendon in diseases classified elsewhere;M68|M71[8-9];M
M13_SYSTCONINOTH;Systemic disorders of connective tissue in diseases classified elsewhere;M36;M
M13_SYSTCONNECT;Systemic connective tissue disorders;;
M13_SYSTSLCE;Systemic sclerosis;M34;M
M13_TAKAYASU;Aortic arch syndrome [Takayasu];M314;M
M13_TEMPARTERIT;Temporal arteritis;M315;M
M13_TENDONCONTRACT;Oher contracture of tendon (sheath);M671;M
M13_TENDOSYNOVITISNAS;Other/unspecified synovitis and tenosynovitis;M65[8-9];M
M13_THORACISPINEPAIN;Pain in thoracic spine;M546;M
M13_TIBIALCOLLATERAL;Tibial collateral bursitis [Pellegrini-Stieda];M764;M
M13_TIETZE;Chondrocostal junction syndrome [Tietze];M940;M
M13_TOEDEFORMOTH;Other deformities of toe(s);M20[5-6];M
M13_TORTICOLLIS;Torticollis;M436;M
M13_TRANSSYNOVITIS;Transient synovitis;M673;M
M13_TRIGGERFINGER;Trigger finger;M653;M
M13_TROCHANTERICBURSITIS;Trochanteric bursitis;M706;M
M13_VALGUS;Valgus deformity, not elsewhere classified;M210;M
M13_VARUS;Varus deformity, not elsewhere classified;M211;M
M13_VERTEBCOLLAPSE;Collapsed vertebra, not elsewhere classified;M485;M
M13_VILLONODULAR;Villonodular synovitis (pigmented);M122;M
M13_WEGENER;Wegener granulomatosis;M313;M
MACULA_NAS;Degenerative macular diseases;H3539;H
MACULA_NAS_ADVERSE;Degenerative macular diseases, drug-induced;H3539;H
MACULAR_CYST;Macular cyst;H3536;H
MACULAR_HOLE;Macular hole;H3537;H
MACULAR_PUCKER;Macular pucker;H3538;H
MATERNCAREFETUSALCO;Maternal care for (suspected) damage to fetus from alcohol;O354;O
MEMLOSS;Memory loss;R41[1-3];R
MENINGITIS;Meningitis;;
MIGRAINE_TRIPTAN;Migraine, single triptan purchase ok & required. ICD-code if available is included;;
MIGRAINE_UNSPE;Migraine, unspecified, drug-induced;G439;G
MUCOPROCT;Mucosal proctocolitis;K515;K
MYCOBLUNGATYPICA;Atypical mycobacterium lung infection;A310;A
MYELOPROF_NONCML;Myeloproliferative diseases (CML excluded);D752;D
N14_ABNORMALBLEED;Other abnormal uterine and vaginal bleeding;N93;N
N14_ACUTENEPHRITIC;Acute nephritic syndrome;N00;N
N14_ACUTERENFAIL;Acute renal failure;N17;N
N14_AMENORRHEAPRIM;Amenorrhoea;N91[0-2];N
N14_ATROPHOV;Acquired atrophy of ovary and fallopian tube;N833;N
N14_BARTHOABSCESS;Abscess of Bartholin gland;N751;N
N14_BARTHOCYS;Cyst of Bartholin Gland;N750;N
